filename,base_word_lengths,pause_lengths,neutral_relative_word_lengths,pause_lenghts
1034_ITS_SAD_XX,"[0.08, 0.23, 0.13, 0.22, 0.17, 0.47]","[0.0, 0.0, 0.0, 0.0, 0.030000000000000027]","[-0.20000000000000004, -0.07999999999999996, -0.13333333333333328, -0.18518518518518523, -0.19047619047619038, -0.06000000000000005]",
1074_TAI_SAD_XX,"[0.25, 0.41, 0.14, 0.47, 0.4]","[-5.551115123125783e-17, 0.0, 0.0, 0.0]","[-0.10714285714285723, -0.1276595744680851, -0.06666666666666654, -0.14545454545454556, 0.1764705882352941]",
1013_IEO_SAD_LO,"[0.08, 0.33, 0.62]","[1.1102230246251565e-16, -1.1102230246251565e-16]","[-0.5555555555555556, -0.08333333333333326, 0.19230769230769226]",
1074_TIE_DIS_XX,"[0.34, 0.2, 0.89, 0.18, 0.46]","[-1.1102230246251565e-16, 0.0, 0.0, 0.009999999999999787]","[0.17241379310344845, 0.4285714285714285, 0.4833333333333334, 0.3846153846153845, 0.12195121951219524]",
1020_IWW_ANG_XX,"[0.19, 0.38, 0.26, 0.28, 0.19, 0.66]","[0.0, -1.1102230246251565e-16, 0.0, 0.010000000000000009, 0.0]","[0.4615384615384615, 0.2666666666666667, 0.44444444444444453, 0.5555555555555558, 0.1875, 0.43478260869565216]",
1008_IEO_ANG_MD,"[0.27, 0.56, 0.88]","[0.009999999999999898, -2.220446049250313e-16]","[-0.09999999999999991, 0.43589743589743596, 0.660377358490566]",
1077_ITH_HAP_XX,"[0.12, 0.23, 0.09, 0.15, 0.05, 0.42, 0.36]","[0.009999999999999898, 1.1102230246251565e-16, 0.010000000000000009, 0.0, 0.0, 0.0]","[0.1999999999999999, -0.1785714285714286, -0.30769230769230776, -0.31818181818181823, -0.1666666666666666, 0.0, 0.09090909090909081]",
1017_TAI_SAD_XX,"[0.15, 0.35, 0.12, 0.39, 0.33]","[0.0, 0.0, 0.0, 0.0]","[-0.25000000000000006, -0.435483870967742, -0.42857142857142855, -0.29090909090909095, 0.17857142857142852]",
1002_WSI_ANG_XX,"[0.15, 0.44, 0.14, 0.06, 0.32, 0.09, 0.61]","[0.0, 0.009999999999999898, 0.0, 0.0, 0.0, -2.220446049250313e-16]","[0.15384615384615377, 0.5714285714285713, 0.4000000000000001, 0.1999999999999999, 0.23076923076923075, 0.0, 0.19607843137254896]",
1019_IOM_HAP_XX,"[0.17, 0.14, 0.13, 0.13, 0.1, 0.04, 0.43]","[-1.1102230246251565e-16, 2.220446049250313e-16, -2.220446049250313e-16, 0.0, -2.220446049250313e-16, 0.0]","[-0.055555555555555455, 0.07692307692307698, -0.13333333333333328, -0.27777777777777773, -0.09090909090909087, -0.6363636363636365, 0.8695652173913042]",
1001_TIE_SAD_XX,"[0.19, 0.12, 0.45, 0.12, 0.32]","[0.0, 2.220446049250313e-16, 0.0, 0.009999999999999787]","[-0.4722222222222222, 0.0, -0.08163265306122446, 0.09090909090909087, 0.06666666666666674]",
1010_WSI_HAP_XX,"[0.2, 0.14, 0.03, 0.05, 0.3, 0.12, 0.49]","[0.0, 0.16999999999999993, 0.0, 0.0, 0.0, 2.220446049250313e-16]","[0.25000000000000006, -0.5882352941176471, -0.8125, -0.1666666666666666, -0.14285714285714282, -0.25000000000000006, 0.44117647058823517]",
1011_TSI_HAP_XX,"[0.1, 0.41, 0.08, 0.59]","[0.0, 0.0, 0.0]","[-0.6, -0.14583333333333334, -0.6666666666666666, 0.11320754716981121]",
1076_IOM_ANG_XX,"[0.16, 0.15, 0.16, 0.36, 0.13, 0.1, 0.47]","[0.0, -1.1102230246251565e-16, 0.0, 2.220446049250313e-16, -2.220446049250313e-16, 0.0]","[-0.30434782608695654, 0.07142857142857129, 0.0, 0.6363636363636362, 0.0, 0.0, -0.2033898305084746]",
1077_IOM_DIS_XX,"[0.21, 0.14, 0.15, 0.22, 0.1, 0.07, 0.35]","[0.0, 0.0, 0.0, 0.0, 0.010000000000000009, -2.220446049250313e-16]","[0.049999999999999906, -0.12499999999999993, -0.06250000000000006, 0.047619047619047665, 0.0, -0.3, 0.0937499999999999]",
1019_IEO_SAD_LO,"[0.21, 0.32, 0.5]","[0.0, 0.0]","[0.1052631578947368, -0.1794871794871795, -0.03846153846153849]",
1018_IOM_SAD_XX,"[0.15, 0.12, 0.12, 0.2, 0.1, 0.13, 0.44]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.31818181818181823, -0.14285714285714296, -0.07692307692307698, 0.0, -0.1666666666666666, 0.3, 0.0]",
1037_IEO_SAD_MD,"[0.1, 0.36, 0.5]","[0.0, 0.0]","[-0.5238095238095237, -0.05263157894736847, -0.03846153846153849]",
1091_ITS_HAP_XX,"[0.16, 0.23, 0.14, 0.26, 0.16, 0.61]","[0.010000000000000009, 0.0, 0.0, 0.0, 0.03000000000000025]","[1.2857142857142856, -0.04166666666666659, 0.5555555555555558, 0.44444444444444453, -0.058823529411764754, 0.38636363636363635]",
1068_WSI_FEA_XX,"[0.16, 0.31, 0.11, 0.05, 0.23, 0.07, 0.42]","[0.0, 0.040000000000000036, -2.220446049250313e-16, 0.0, 0.0, 0.0]","[-0.23809523809523805, -0.13888888888888887, -0.21428571428571436, 0.0, -0.23333333333333328, -0.3, -0.19230769230769237]",
1073_IEO_DIS_MD,"[0.21, 0.4, 0.68]","[0.010000000000000009, 0.0]","[0.23529411764705868, 0.21212121212121213, 0.3333333333333334]",
1082_IEO_DIS_MD,"[0.26, 0.41, 0.71]","[0.010000000000000009, 0.0]","[0.3, 0.41379310344827586, 0.3921568627450979]",
1045_IEO_FEA_LO,"[0.22, 0.31, 0.5]","[0.010000000000000009, 0.0]","[-0.0833333333333333, -0.2439024390243902, -0.10714285714285723]",
1022_IWL_HAP_XX,"[0.12, 0.07, 0.3, 0.05, 0.27, 0.36, 0.68]","[-1.1102230246251565e-16, 0.07000000000000006, 0.0, 0.0, 0.0, 0.0]","[-0.2, -0.631578947368421, 0.111111111111111, -0.4444444444444444, 0.03846153846153849, -0.05263157894736847, 0.3877551020408164]",
1060_DFA_HAP_XX,"[0.26, 0.3, 0.06, 0.66]","[0.0, -1.1102230246251565e-16, 1.1102230246251565e-16]","[-0.4468085106382978, -0.26829268292682923, -0.3333333333333333, 0.3750000000000001]",
1048_TIE_HAP_XX,"[0.31, 0.12, 0.49, 0.12, 0.23]","[0.0, 2.220446049250313e-16, 0.0, -2.220446049250313e-16]","[0.40909090909090906, 0.1999999999999999, -0.057692307692307744, -0.07692307692307698, -0.36111111111111105]",
1008_IWW_ANG_XX,"[0.21, 0.43, 0.24, 0.25, 0.17, 0.51]","[0.030000000000000027, 0.0, 0.0, 0.0, 0.0]","[0.16666666666666666, 0.04878048780487809, 0.0, 0.24999999999999994, 0.21428571428571425, -0.019230769230769246]",
1021_ITH_DIS_XX,"[0.19, 0.28, 0.08, 0.31, 0.08, 0.59, 0.45]","[0.0, -1.1102230246251565e-16, 1.1102230246251565e-16, 0.0, 0.0, -2.220446049250313e-16]","[0.7272727272727273, 0.1200000000000001, 0.6, 0.8235294117647057, 0.3333333333333334, 0.34090909090909083, -0.2622950819672131]",
1054_IOM_SAD_XX,"[0.18, 0.14, 0.12, 0.16, 0.12, 0.02, 0.05]","[5.551115123125783e-17, -5.551115123125783e-17, 0.0, 0.0, 0.2400000000000001, 0.0]","[0.0, 0.07692307692307698, -0.07692307692307698, 0.0, 0.0, -0.75, -0.8529411764705883]",
1012_MTI_FEA_XX,"[0.38, 0.53, 0.02, 0.1, 0.14, 0.63]","[0.0, 0.020000000000000018, -2.220446049250313e-16, 0.0, 0.0]","[-0.13636363636363635, -0.08620689655172403, -0.9047619047619048, -0.47368421052631576, -0.06666666666666654, 0.5000000000000001]",
1088_TAI_HAP_XX,"[0.15, 0.36, 0.12, 0.33, 0.36]","[0.0, 0.0, 0.0, 0.0]","[-0.3478260869565218, 0.0285714285714286, 0.0, -0.029411764705882377, 0.43999999999999995]",
1019_IWL_DIS_XX,"[0.1, 0.16, 0.17, 0.06, 0.34, 0.37, 0.45]","[0.0, 2.220446049250313e-16, 0.0, 0.0, -2.220446049250313e-16, 0.0]","[-0.1666666666666666, -0.058823529411764754, -0.1052631578947368, 1.0, 0.3600000000000001, 0.0, 0.607142857142857]",
1027_DFA_ANG_XX,"[0.21, 0.27, 0.12, 0.38]","[0.040000000000000036, 0.0, 0.010000000000000009]","[-0.3636363636363637, -0.09999999999999991, 0.7142857142857141, -0.2549019607843137]",
1043_IWL_ANG_XX,"[0.1, 0.25, 0.37, 0.14, 0.36, 0.44, 0.51]","[0.0, 0.0, 0.019999999999999907, 2.220446049250313e-16, 0.019999999999999796, 0.0]","[-0.1666666666666666, 0.19047619047619052, 0.3214285714285713, 0.7500000000000001, 1.1176470588235292, 0.25714285714285723, 0.15909090909090912]",
1054_ITS_SAD_XX,"[0.01, 0.21, 0.1, 0.23, 0.18, 0.53]","[0.19, -5.551115123125783e-17, 0.0, 0.0, 1.1102230246251565e-16]","[-0.9285714285714285, -0.19230769230769237, -0.1666666666666666, 0.0454545454545455, -0.05263157894736847, 0.06000000000000005]",
1037_WSI_DIS_XX,"[0.18, 0.49, 0.13, 0.04, 0.35, 0.1, 0.78]","[1.1102230246251565e-16, 0.0, 2.220446049250313e-16, 0.0, 0.0, 0.050000000000000044]","[-0.21739130434782614, 0.22499999999999992, 0.08333333333333341, -0.3333333333333333, 0.0937499999999999, -0.23076923076923075, 0.4444444444444444]",
1080_ITH_DIS_XX,"[0.01, 0.3, 0.05, 0.17, 0.08, 0.69, 0.52]","[1.01, 0.0, 0.0, 0.0, 0.05999999999999983, 0.0]","[-0.9375, -0.23076923076923084, -0.6875, -0.19047619047619038, -0.3333333333333333, 0.40816326530612235, 0.0]",
1049_IOM_HAP_XX,"[0.22, 0.13, 0.16, 0.23, 0.15, 0.11, 0.45]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0833333333333333, -0.3157894736842105, -0.058823529411764754, -0.1785714285714286, 0.07142857142857129, -0.0833333333333333, 0.2857142857142858]",
1065_ITH_SAD_XX,"[0.01, 0.24, 0.06, 0.15, 0.05, 0.39, 0.3]","[0.72, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.8571428571428571, 0.26315789473684204, -0.14285714285714296, 0.15384615384615377, 0.25000000000000006, 0.08333333333333341, -0.03225806451612906]",
1016_IEO_HAP_LO,"[0.24, 0.35, 0.44]","[0.0, 0.0]","[0.14285714285714285, 0.16666666666666663, 0.047619047619047665]",
1068_DFA_ANG_XX,"[0.25, 0.28, 0.05, 0.63]","[0.0, 0.0, 0.0]","[-0.26470588235294124, -0.19999999999999987, -0.1666666666666666, 0.3404255319148937]",
1053_IEO_FEA_MD,"[0.14, 0.39, 0.59]","[0.0, 0.0]","[-0.1764705882352941, 0.08333333333333341, 0.2826086956521738]",
1017_TIE_HAP_XX,"[0.31, 0.13, 0.52, 0.11, 0.37]","[0.0, 0.0, 0.0, 0.0]","[-0.3111111111111111, -0.07142857142857148, -0.05454545454545459, -0.15384615384615388, -0.11904761904761903]",
1012_ITH_SAD_XX,"[0.1, 0.24, 0.09, 0.21, 0.06, 0.5, 0.65]","[5.551115123125783e-17, 0.0, 0.01000000000000012, 0.0, 0.0, 0.0]","[0.0, -0.22580645161290325, 0.5, -0.3, -0.14285714285714296, 0.11111111111111108, 0.04838709677419359]",
1071_IEO_DIS_HI,"[0.14, 0.36, 0.52]","[0.0, -1.1102230246251565e-16]","[-0.22222222222222213, 0.0285714285714286, 0.13043478260869565]",
1069_IEO_SAD_LO,"[0.08, 0.33, 0.54]","[0.0, 0.0]","[-0.4666666666666666, 0.0, 0.03846153846153849]",
1001_IEO_ANG_LO,"[0.14, 0.24, 0.51]","[0.0, 0.0]","[-0.1764705882352941, -0.2, 0.10869565217391301]",
1076_IWW_HAP_XX,"[0.11, 0.25, 0.16, 0.16, 0.13, 0.54]","[1.1102230246251565e-16, 0.0, 0.0, 2.220446049250313e-16, 0.0]","[-0.0833333333333333, 0.0, 0.0, 0.06666666666666674, -0.13333333333333328, 0.35000000000000003]",
1035_ITS_FEA_XX,"[0.01, 0.1, 0.02, 0.27, 0.18, 0.54]","[0.0, -5.551115123125783e-17, 0.010000000000000009, 0.0, 1.1102230246251565e-16]","[-0.9, -0.5652173913043478, -0.8333333333333333, 0.28571428571428586, 0.058823529411764594, 0.10204081632653071]",
1090_IEO_DIS_HI,"[0.34, 0.35, 0.58]","[0.010000000000000009, 2.220446049250313e-16]","[1.125, 0.06060606060606049, 0.4146341463414634]",
1055_ITS_DIS_XX,"[0.11, 0.29, 0.16, 0.38, 0.21, 0.59]","[0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16, 0.030000000000000027]","[-0.38888888888888884, -0.30952380952380953, 0.06666666666666674, 0.15151515151515146, -0.0869565217391305, 0.07272727272727258]",
1064_IEO_HAP_HI,"[0.16, 0.45, 0.82]","[2.220446049250313e-16, 0.0]","[-0.058823529411764754, 0.09756097560975618, 0.5471698113207546]",
1054_DFA_HAP_XX,"[0.21, 0.27, 0.05, 0.44]","[0.020000000000000018, -1.1102230246251565e-16, 0.0]","[-0.19230769230769237, -0.2058823529411765, -0.375, 0.6923076923076923]",
1066_IOM_ANG_XX,"[0.2, 0.16, 0.17, 0.23, 0.02, 0.13, 0.51]","[0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0]","[0.1764705882352941, 1.2857142857142856, 0.21428571428571425, 0.5333333333333334, -0.7777777777777777, 0.44444444444444453, 0.6451612903225807]",
1085_IWW_DIS_XX,"[0.09, 0.3, 0.2, 0.27, 0.15, 0.56]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.30769230769230776, 0.07142857142857129, 0.25000000000000006, 0.5882352941176471, -0.06250000000000006, 0.43589743589743596]",
1083_IWL_DIS_XX,"[0.24, 0.15, 0.59, 0.09, 0.2, 0.48, 0.42]","[0.020000000000000018, 0.040000000000000036, 0.10999999999999988, 4.440892098500626e-16, 0.47999999999999954, 0.0]","[0.4117647058823528, -0.375, 1.3599999999999999, 0.7999999999999998, -0.13043478260869565, 0.26315789473684204, -0.0454545454545455]",
1083_TSI_SAD_XX,"[0.1, 0.53, 0.38, 0.54]","[-5.551115123125783e-17, -1.1102230246251565e-16, 0.30000000000000004]","[-0.411764705882353, -0.17187499999999997, 0.8999999999999999, 0.08000000000000007]",
1050_MTI_HAP_XX,"[0.29, 0.52, 0.03, 0.21, 0.15, 0.45]","[0.0, 0.010000000000000009, 0.040000000000000036, 0.0, 0.0]","[-0.14705882352941188, -0.07142857142857148, -0.8333333333333334, -0.0454545454545455, -0.11764705882352951, 0.5000000000000001]",
1075_TSI_DIS_XX,"[0.13, 0.48, 0.14, 0.39]","[0.0, 2.220446049250313e-16, 0.3700000000000001]","[-0.4583333333333333, -0.15789473684210523, -0.12499999999999993, -0.3709677419354838]",
1005_ITH_DIS_XX,"[0.17, 0.35, 0.1, 0.27, 0.14, 0.75, 0.78]","[5.551115123125783e-17, 0.0, 0.010000000000000009, 0.0, 0.010000000000000009, 0.010000000000000231]","[0.4166666666666668, 0.029411764705882214, 0.4285714285714285, 0.1739130434782609, 1.0, 0.44230769230769224, 0.040000000000000036]",
1032_IEO_ANG_MD,"[0.36, 0.6, 0.74]","[0.050000000000000044, 0.0]","[0.894736842105263, 0.5384615384615383, 0.423076923076923]",
1071_ITH_DIS_XX,"[0.13, 0.23, 0.06, 0.17, 0.06, 0.5, 0.5]","[0.030000000000000027, 0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0]","[0.625, -0.11538461538461538, 0.0, 0.0, 0.4999999999999999, 0.16279069767441862, 0.06382978723404262]",
1011_TSI_ANG_XX,"[0.56, 0.5, 0.2, 0.67]","[0.0, 0.009999999999999787, 2.220446049250313e-16]","[1.2400000000000002, 0.041666666666666706, -0.1666666666666666, 0.2641509433962264]",
1039_TAI_SAD_XX,"[0.24, 0.38, 0.15, 0.61, 0.42]","[0.0, 0.11999999999999988, 0.010000000000000231, -2.220446049250313e-16]","[0.1999999999999999, -0.11627906976744183, -0.06250000000000006, 0.48780487804878053, 0.4]",
1046_IEO_FEA_LO,"[0.03, 0.27, 0.38]","[5.551115123125783e-17, 0.0]","[-0.7857142857142857, -0.2058823529411765, -0.07317073170731701]",
1075_ITS_HAP_XX,"[0.01, 0.18, 0.14, 0.26, 0.19, 0.65]","[0.0, 0.0, 0.0, 0.17000000000000015, 0.0]","[-0.9333333333333332, -0.3793103448275862, 0.0, -0.16129032258064513, -0.29629629629629634, 0.16071428571428564]",
1052_ITH_DIS_XX,"[0.14, 0.29, 0.06, 0.23, 0.06, 0.53, 0.78]","[-2.220446049250313e-16, 0.0, 0.010000000000000009, 0.0, 0.0, -4.440892098500626e-16]","[-0.06666666666666654, -0.03333333333333337, -0.14285714285714296, -0.11538461538461538, 0.0, 0.2045454545454546, 0.278688524590164]",
1051_TSI_FEA_XX,"[0.16, 0.45, 0.13, 0.63]","[0.0, 0.0, 0.0]","[-0.11111111111111106, 0.046511627906976785, -0.07142857142857148, 0.4651162790697675]",
1011_IEO_FEA_MD,"[0.23, 0.45, 0.43]","[0.010000000000000009, 0.030000000000000027]","[0.43750000000000006, 0.5517241379310346, -0.10416666666666664]",
1051_ITS_ANG_XX,"[0.13, 0.31, 0.12, 0.25, 0.2, 0.57]","[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.020000000000000018]","[0.08333333333333341, -0.03125000000000003, 0.0, -0.13793103448275856, -0.09090909090909087, 0.017857142857142672]",
1084_IWL_ANG_XX,"[0.15, 0.21, 0.27, 0.11, 0.5, 0.54, 0.58]","[0.0, 0.0, 0.039999999999999813, 0.0, 0.030000000000000027, -4.440892098500626e-16]","[-0.16666666666666666, 0.16666666666666666, 0.1739130434782609, 1.2, 1.0, 0.2558139534883722, 0.487179487179487]",
1056_IEO_FEA_LO,"[0.03, 0.35, 0.42]","[0.0, 0.0]","[-0.8636363636363636, 0.0937499999999999, 0.31249999999999994]",
1041_DFA_SAD_XX,"[0.28, 0.28, 0.06, 0.45]","[0.040000000000000036, 0.0, 0.0]","[0.5555555555555558, -0.15151515151515146, 0.0, -0.021739130434782625]",
1019_IEO_SAD_HI,"[0.07, 0.4, 0.53]","[0.0, 0.0]","[-0.631578947368421, 0.025641025641025664, 0.019230769230769246]",
1087_IEO_HAP_MD,"[0.23, 0.61, 0.56]","[0.009999999999999787, 0.010000000000000231]","[-0.04166666666666659, 0.6944444444444444, 0.21739130434782614]",
1058_IOM_DIS_XX,"[0.27, 0.26, 0.25, 0.32, 0.18, 0.13, 0.43]","[0.019999999999999907, 0.010000000000000009, 0.009999999999999787, 0.0, 0.0, 2.220446049250313e-16]","[0.08000000000000007, -0.03703703703703707, 0.38888888888888895, 0.3333333333333334, 0.0, 0.18181818181818185, -0.14]",
1085_IEO_ANG_HI,"[0.24, 0.63, 0.38]","[0.010000000000000009, 0.030000000000000027]","[0.4117647058823528, 0.96875, -0.28301886792452835]",
1055_MTI_HAP_XX,"[0.26, 0.46, 0.12, 0.11, 0.12, 0.45]","[0.0, 0.0, -2.220446049250313e-16, 0.0, -2.220446049250313e-16]","[-0.3953488372093023, -0.28125, -0.4782608695652174, -0.3125, 0.0, -0.11764705882352941]",
1017_ITH_FEA_XX,"[0.08, 0.24, 0.06, 0.2, 0.06, 0.4, 0.5]","[0.0, 0.0, 1.1102230246251565e-16, 0.0, -2.220446049250313e-16, 0.0]","[-0.20000000000000004, -0.1111111111111112, -0.14285714285714296, 0.05263157894736847, 0.1999999999999999, 0.025641025641025664, 0.041666666666666706]",
1027_TSI_FEA_XX,"[0.11, 0.54, 0.15, 0.64]","[0.0, 0.26000000000000023, 0.0]","[-0.576923076923077, 0.1250000000000001, -0.16666666666666666, 0.36170212765957455]",
1045_WSI_SAD_XX,"[0.17, 0.41, 0.14, 0.05, 0.32, 0.11, 0.32]","[0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0, -2.220446049250313e-16]","[-0.575, -0.023809523809523832, 0.16666666666666682, -0.1666666666666666, -0.1794871794871795, -0.26666666666666666, -0.15789473684210525]",
1070_MTI_FEA_XX,"[0.31, 0.48, 0.12, 0.1, 0.12, 0.49]","[-1.1102230246251565e-16, 2.220446049250313e-16, 0.0, 0.0, -2.220446049250313e-16]","[-0.3404255319148936, -0.25000000000000006, 0.0, -0.375, -0.2941176470588236, 0.04255319148936174]",
1017_DFA_DIS_XX,"[0.21, 0.36, 0.07, 0.45]","[0.03999999999999998, 0.0, -1.1102230246251565e-16]","[-0.2500000000000001, -0.20000000000000004, -0.12499999999999993, 0.046511627906976785]",
1084_TSI_SAD_XX,"[0.14, 0.5, 0.33, 0.52]","[-2.220446049250313e-16, 0.0, 0.06000000000000005]","[-0.4166666666666666, 0.0, 0.32000000000000006, -0.14754098360655732]",
1022_DFA_DIS_XX,"[0.33, 0.44, 0.12, 0.46]","[0.020000000000000018, 0.04999999999999993, 0.0]","[-0.15384615384615383, 0.1891891891891892, 0.3333333333333333, -0.021276595744680753]",
1070_IWW_ANG_XX,"[0.16, 0.29, 0.17, 0.17, 0.16, 0.56]","[0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16]","[0.4545454545454546, -0.09375000000000008, 0.0, 0.06250000000000006, 0.0, 0.6000000000000002]",
1074_TAI_HAP_XX,"[0.23, 0.42, 0.13, 0.37, 0.46]","[0.0, 0.0, 2.220446049250313e-16, 0.0]","[-0.1785714285714286, -0.10638297872340424, -0.13333333333333328, -0.3272727272727273, 0.3529411764705882]",
1069_IEO_SAD_MD,"[0.13, 0.37, 0.63]","[0.0, 0.0]","[-0.13333333333333328, 0.12121212121212115, 0.2115384615384615]",
1006_IEO_HAP_MD,"[0.2, 0.36, 0.61]","[0.0, 0.0]","[-0.09090909090909087, 0.0, 0.3555555555555555]",
1012_IOM_ANG_XX,"[0.22, 0.23, 0.18, 0.33, 0.1, 0.11, 0.42]","[0.0, 0.0, 0.010000000000000009, -2.220446049250313e-16, 0.020000000000000018, 0.0]","[-0.04347826086956525, 0.0, 0.12499999999999993, 0.5000000000000001, -0.1666666666666666, 0.0, -0.06666666666666672]",
1039_IEO_HAP_HI,"[0.15, 0.39, 0.68]","[0.0, 0.0]","[-0.06250000000000006, 0.1818181818181818, 1.1935483870967745]",
1001_TAI_DIS_XX,"[0.19, 0.41, 0.13, 0.37, 0.53]","[0.0, 0.0, 0.010000000000000009, 0.0]","[0.0, -0.1276595744680851, -0.1875, -0.24489795918367346, 0.8928571428571428]",
1015_WSI_DIS_XX,"[0.06, 0.3, 0.07, 0.05, 0.24, 0.07, 0.42]","[0.0, -1.1102230246251565e-16, 1.1102230246251565e-16, -1.1102230246251565e-16, 0.0, 0.0]","[-0.625, -0.03225806451612906, -0.3, 0.25000000000000006, -0.1111111111111112, -0.3, 1.8000000000000003]",
1066_WSI_SAD_XX,"[0.26, 0.33, 0.11, 0.04, 0.29, 0.09, 0.46]","[0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0, 0.0]","[0.13043478260869565, 0.03125000000000003, 0.09999999999999995, -0.20000000000000004, 0.035714285714285546, -0.10000000000000009, -0.06122448979591831]",
1006_IWL_DIS_XX,"[0.07, 0.2, 0.27, 0.12, 0.44, 0.49, 0.62]","[-1.1102230246251565e-16, 0.0, 0.020000000000000018, 0.0, 0.0, 0.0]","[-0.5882352941176471, 0.0, 0.1739130434782609, 1.0, 0.9130434782608695, 0.25641025641025633, 1.1379310344827587]",
1013_WSI_SAD_XX,"[0.2, 0.38, 0.11, 0.1, 0.39, 0.06, 0.42]","[0.13999999999999996, 0.0, 0.0, 0.039999999999999813, 0.0, 0.029999999999999805]","[-0.09090909090909087, -0.025641025641025664, -0.15384615384615388, 0.4285714285714285, 0.026315789473684233, -0.5714285714285715, -0.33333333333333337]",
1046_DFA_ANG_XX,"[0.4, 0.47, 0.11, 0.66]","[0.020000000000000018, 0.040000000000000036, 0.0]","[0.08108108108108115, 0.5666666666666667, 0.5714285714285713, 0.43478260869565216]",
1040_TAI_SAD_XX,"[0.11, 0.35, 0.08, 0.41, 0.4]","[0.0, 0.0, 0.030000000000000027, 0.0]","[-0.42105263157894735, -0.16666666666666669, -0.38461538461538464, -0.06818181818181825, 0.5384615384615385]",
1077_TIE_FEA_XX,"[0.25, 0.17, 0.79, 0.21, 0.39]","[0.010000000000000009, -1.1102230246251565e-16, 0.16999999999999993, 0.0]","[0.38888888888888895, 0.21428571428571425, 0.5800000000000001, 0.4999999999999998, -0.04878048780487796]",
1039_IWW_FEA_XX,"[0.12, 0.32, 0.17, 0.15, 0.12, 0.46]","[0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0]","[-0.07692307692307698, 0.10344827586206906, 0.13333333333333347, 0.0, -0.07692307692307698, 0.2777777777777779]",
1028_IEO_DIS_MD,"[0.22, 0.41, 0.64]","[0.010000000000000009, 0.0]","[0.22222222222222227, 0.2424242424242423, 0.3913043478260869]",
1037_TAI_ANG_XX,"[0.31, 0.61, 0.18, 0.67, 0.6]","[0.010000000000000009, 0.0, 0.010000000000000231, -4.440892098500626e-16]","[-0.03125000000000003, 0.12962962962962954, 0.12499999999999993, 0.4255319148936172, 0.764705882352941]",
1091_WSI_SAD_XX,"[0.15, 0.37, 0.09, 0.06, 0.26, 0.09, 0.54]","[0.0, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]","[-0.16666666666666666, 0.027777777777777804, -0.3571428571428572, 0.0, 0.0, -0.30769230769230776, 0.0]",
1084_TAI_DIS_XX,"[0.25, 0.35, 0.15, 0.41, 0.47]","[0.0, 0.0, 2.220446049250313e-16, 0.0]","[0.08695652173913039, -0.2553191489361702, -0.16666666666666666, -0.25454545454545463, 0.205128205128205]",
1045_IEO_SAD_LO,"[0.03, 0.12, 0.57]","[-5.551115123125783e-17, 0.0]","[-0.875, -0.7073170731707317, 0.017857142857142672]",
1036_DFA_HAP_XX,"[0.24, 0.32, 0.08, 0.45]","[-1.1102230246251565e-16, 1.1102230246251565e-16, 0.0]","[-0.2941176470588236, 0.03225806451612906, -0.11111111111111106, -0.13461538461538464]",
1053_TIE_SAD_XX,"[0.31, 0.17, 0.66, 0.15, 0.63]","[0.020000000000000018, 0.0, 0.0, 0.010000000000000231]","[0.10714285714285703, 0.7000000000000001, 0.3469387755102042, 0.15384615384615377, 0.26]",
1089_ITH_SAD_XX,"[0.16, 0.3, 0.04, 0.12, 0.06, 0.47, 0.42]","[0.0, 1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0]","[-0.058823529411764754, 0.25, -0.3333333333333333, -0.14285714285714296, 0.4999999999999999, 0.205128205128205, -0.125]",
1078_IOM_HAP_XX,"[0.18, 0.11, 0.09, 0.2, 0.12, 0.1, 0.41]","[5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, 0.010000000000000009]","[-0.21739130434782614, -0.15384615384615388, -0.43750000000000006, -0.09090909090909087, -0.14285714285714296, 0.0, 0.07894736842105256]",
1065_IOM_SAD_XX,"[0.16, 0.13, 0.1, 0.17, 0.08, 0.08, 0.29]","[-5.551115123125783e-17, 0.0, 0.0, -1.1102230246251565e-16, 1.1102230246251565e-16, 0.0]","[0.0, 0.0, -0.23076923076923075, 0.06250000000000006, -0.20000000000000004, -0.20000000000000004, -0.17142857142857143]",
